WaterbodyID,Length,Age
YT_Kusawa,452,13
YT_Kusawa,450,20
YT_Kusawa,447,12
YT_Kusawa,444,8
YT_Kusawa,440,14
YT_Kusawa,440,8
YT_Kusawa,439,6
YT_Kusawa,436,11
YT_Kusawa,436,7
YT_Kusawa,435,11
YT_Kusawa,430,9
YT_Kusawa,426,10
YT_Kusawa,420,9
YT_Kusawa,420,12
YT_Kusawa,418,18
YT_Kusawa,412,13
YT_Kusawa,405,11
YT_Kusawa,404,15
YT_Kusawa,402,7
YT_Kusawa,400,10
YT_Kusawa,392,7
YT_Kusawa,390,10
YT_Kusawa,390,9
YT_Kusawa,387,9
YT_Kusawa,384,12
YT_Kusawa,380,12
YT_Kusawa,380,10
YT_Kusawa,376,8
YT_Kusawa,350,6
YT_Kusawa,330,6
YT_Kusawa,736,26
YT_Kusawa,650,16
YT_Kusawa,630,20
YT_Kusawa,616,16
YT_Kusawa,563,17
YT_Kusawa,558,13
YT_Kusawa,532,20
YT_Kusawa,515,18
YT_Kusawa,515,10
YT_Kusawa,512,9
YT_Kusawa,495,15
YT_Kusawa,485,15
YT_Kusawa,484,10
YT_Kusawa,480,8
YT_Kusawa,475,11
YT_Kusawa,475,20
YT_Kusawa,470,14
YT_Kusawa,467,12
YT_Kusawa,466,20
YT_Kusawa,452,28
YT_Kusawa,445,10
YT_Kusawa,444,8
YT_Kusawa,444,12
YT_Kusawa,437,18
YT_Kusawa,437,9
YT_Kusawa,435,13
YT_Kusawa,435,15
YT_Kusawa,435,9
YT_Kusawa,432,16
YT_Kusawa,428,15
YT_Kusawa,425,11
YT_Kusawa,421,9
YT_Kusawa,420,10
YT_Kusawa,420,18
YT_Kusawa,418,9
YT_Kusawa,418,9
YT_Kusawa,415,8
YT_Kusawa,415,11
YT_Kusawa,414,12
YT_Kusawa,410,9
YT_Kusawa,410,11
YT_Kusawa,408,10
YT_Kusawa,405,24
YT_Kusawa,400,12
YT_Kusawa,400,9
YT_Kusawa,400,10
YT_Kusawa,395,12
YT_Kusawa,390,8
YT_Kusawa,390,7
YT_Kusawa,389,10
YT_Kusawa,388,11
YT_Kusawa,386,11
YT_Kusawa,385,7
YT_Kusawa,384,12
YT_Kusawa,380,15
YT_Kusawa,380,12
YT_Kusawa,375,8
YT_Kusawa,375,7
YT_Kusawa,370,12
YT_Kusawa,365,8
YT_Kusawa,363,7
YT_Kusawa,360,8
YT_Kusawa,360,10
YT_Kusawa,355,12
YT_Kusawa,355,7
YT_Kusawa,353,7
YT_Kusawa,345,5
YT_Kusawa,335,11
YT_Kusawa,335,6
YT_Kusawa,324,7
YT_Kusawa,323,8
YT_Kusawa,320,7
YT_Kusawa,315,9
YT_Kusawa,300,8
YT_Kusawa,285,5
YT_Kusawa,220,3
YT_Kusawa,880,29
YT_Kusawa,815,40
YT_Kusawa,810,37
YT_Kusawa,805,23
YT_Kusawa,795,15
YT_Kusawa,780,14
YT_Kusawa,730,24
YT_Kusawa,730,21
YT_Kusawa,704,16
YT_Kusawa,680,20
YT_Kusawa,663,20
YT_Kusawa,655,19
YT_Kusawa,655,18
YT_Kusawa,650,17
YT_Kusawa,650,15
YT_Kusawa,640,18
YT_Kusawa,630,17
YT_Kusawa,630,19
YT_Kusawa,610,14
YT_Kusawa,605,28
YT_Kusawa,595,17
YT_Kusawa,590,17
YT_Kusawa,590,20
YT_Kusawa,575,17
YT_Kusawa,570,14
YT_Kusawa,570,19
YT_Kusawa,563,20
YT_Kusawa,562,17
YT_Kusawa,560,17
YT_Kusawa,550,20
YT_Kusawa,548,17
YT_Kusawa,545,19
YT_Kusawa,540,14
YT_Kusawa,525,11
YT_Kusawa,520,9
YT_Kusawa,520,7
YT_Kusawa,506,13
YT_Kusawa,505,23
YT_Kusawa,500,13
YT_Kusawa,500,8
YT_Kusawa,495,19
YT_Kusawa,490,17
YT_Kusawa,482,9
YT_Kusawa,480,8
YT_Kusawa,480,18
YT_Kusawa,475,12
YT_Kusawa,475,11
YT_Kusawa,470,8
YT_Kusawa,465,8
YT_Kusawa,460,15
YT_Kusawa,455,17
YT_Kusawa,455,22
YT_Kusawa,450,7
YT_Kusawa,445,12
YT_Kusawa,443,9
YT_Kusawa,440,9
YT_Kusawa,440,16
YT_Kusawa,440,10
YT_Kusawa,440,18
YT_Kusawa,435,17
YT_Kusawa,430,9
YT_Kusawa,430,19
YT_Kusawa,421,13
YT_Kusawa,420,14
YT_Kusawa,420,9
YT_Kusawa,415,9
YT_Kusawa,415,16
YT_Kusawa,415,8
YT_Kusawa,414,12
YT_Kusawa,413,15
YT_Kusawa,413,11
YT_Kusawa,410,10
YT_Kusawa,410,23
YT_Kusawa,405,16
YT_Kusawa,405,6
YT_Kusawa,405,8
YT_Kusawa,400,15
YT_Kusawa,400,9
YT_Kusawa,395,21
YT_Kusawa,390,8
YT_Kusawa,390,7
YT_Kusawa,385,9
YT_Kusawa,380,11
YT_Kusawa,378,10
YT_Kusawa,376,7
YT_Kusawa,375,9
YT_Kusawa,370,20
YT_Kusawa,370,7
YT_Kusawa,370,12
YT_Kusawa,365,11
YT_Kusawa,362,7
YT_Kusawa,350,7
YT_Kusawa,350,7
YT_Kusawa,350,4
YT_Kusawa,345,5
YT_Kusawa,343,6
YT_Kusawa,340,8
YT_Kusawa,340,8
YT_Kusawa,340,7
YT_Kusawa,335,8
YT_Kusawa,332,8
YT_Kusawa,325,4
YT_Kusawa,313,7
YT_Kusawa,310,5
YT_Kusawa,300,3
YT_Kusawa,260,6
YT_Kusawa,248,5
YT_Kusawa,225,3
YT_Kusawa,213,4
YT_Kusawa,205,3
YT_Kusawa,187,3
YT_Kusawa,186,3
YT_Kusawa,185,3
YT_Laberge,810,22
YT_Laberge,729,18
YT_Laberge,721,18
YT_Laberge,632,15
YT_Laberge,601,20
YT_Laberge,589,10
YT_Laberge,581,9
YT_Laberge,573,22
YT_Laberge,564,32
YT_Laberge,557,11
YT_Laberge,556,15
YT_Laberge,534,8
YT_Laberge,517,8
YT_Laberge,512,20
YT_Laberge,502,11
YT_Laberge,484,8
YT_Laberge,483,11
YT_Laberge,473,9
YT_Laberge,730,18
YT_Laberge,730,22
YT_Laberge,725,17
YT_Laberge,675,18
YT_Laberge,670,16
YT_Laberge,670,17
YT_Laberge,665,20
YT_Laberge,655,13
YT_Laberge,645,23
YT_Laberge,640,13
YT_Laberge,630,15
YT_Laberge,620,15
YT_Laberge,550,15
YT_Laberge,535,21
YT_Laberge,750,23
YT_Laberge,720,39
YT_Laberge,680,9
YT_Laberge,640,19
YT_Laberge,620,14
YT_Laberge,610,21
YT_Laberge,610,9
YT_Laberge,600,19
YT_Laberge,580,6
YT_Laberge,560,27
YT_Laberge,560,14
YT_Laberge,560,7
YT_Laberge,560,12
YT_Laberge,550,17
YT_Laberge,540,28
YT_Laberge,535,7
YT_Laberge,510,10
YT_Laberge,500,6
YT_Laberge,490,14
YT_Laberge,480,9
YT_Laberge,480,9
YT_Laberge,455,7
YT_Laberge,450,6
YT_Laberge,440,7
YT_Laberge,440,9
YT_Laberge,440,8
YT_Laberge,435,5
YT_Laberge,430,13
YT_Laberge,420,9
YT_Laberge,415,8
YT_Laberge,410,10
YT_Laberge,405,7
YT_Laberge,405,14
YT_Laberge,395,8
YT_Laberge,390,9
YT_Laberge,370,5
YT_Laberge,360,5
YT_Laberge,355,8
YT_Laberge,330,5
YT_Laberge,315,4
YT_Laberge,641,9
YT_Laberge,586,14
YT_Laberge,575,8
YT_Laberge,570,10
YT_Laberge,567,7
YT_Laberge,566,13
YT_Laberge,545,8
YT_Laberge,543,15
YT_Laberge,540,18
YT_Laberge,539,30
YT_Laberge,537,9
YT_Laberge,508,7
YT_Laberge,504,12
YT_Laberge,497,11
YT_Laberge,494,18
YT_Laberge,491,9
YT_Laberge,488,16
YT_Laberge,486,10
YT_Laberge,483,16
YT_Laberge,480,12
YT_Laberge,475,11
YT_Laberge,471,15
YT_Laberge,469,12
YT_Laberge,460,13
YT_Laberge,459,10
YT_Laberge,453,8
YT_Laberge,450,11
YT_Laberge,443,7
YT_Laberge,441,15
YT_Laberge,440,13
YT_Laberge,435,8
YT_Laberge,433,8
YT_Laberge,429,10
YT_Laberge,423,9
YT_Laberge,423,10
YT_Laberge,415,7
YT_Laberge,410,8
YT_Laberge,410,16
YT_Laberge,407,8
YT_Laberge,403,8
YT_Laberge,402,12
YT_Laberge,392,8
YT_Laberge,390,6
YT_Laberge,389,10
YT_Laberge,372,7
YT_Laberge,346,7
YT_Laberge,342,7
YT_Laberge,303,5
YT_Laberge,71,2
01070LIAR,384,14
01070LIAR,361,12
01070LIAR,361,12
01070LIAR,355,13
01070LIAR,355,13
01070LIAR,355,11
01070LIAR,354,14
01070LIAR,351,15
01070LIAR,350,12
01070LIAR,350,12
01070LIAR,350,13
01070LIAR,346,13
01070LIAR,345,13
01070LIAR,345,12
01070LIAR,345,6
01070LIAR,342,11
01070LIAR,340,13
01070LIAR,340,11
01070LIAR,340,9
01070LIAR,339,7
01070LIAR,337,11
01070LIAR,334,11
01070LIAR,330,11
01070LIAR,330,13
01070LIAR,330,10
01070LIAR,328,11
01070LIAR,325,11
01070LIAR,325,10
01070LIAR,325,10
01070LIAR,325,9
01070LIAR,324,6
01070LIAR,320,9
01070LIAR,319,11
01070LIAR,319,9
01070LIAR,316,8
01070LIAR,315,9
01070LIAR,315,8
01070LIAR,313,9
01070LIAR,311,9
01070LIAR,310,11
01070LIAR,310,10
01070LIAR,310,9
01070LIAR,310,8
01070LIAR,310,7
01070LIAR,309,9
01070LIAR,306,8
01070LIAR,305,9
01070LIAR,305,8
01070LIAR,305,8
01070LIAR,305,7
01070LIAR,302,9
01070LIAR,300,12
01070LIAR,300,7
01070LIAR,300,8
01070LIAR,298,8
01070LIAR,295,8
01070LIAR,295,6
01070LIAR,293,7
01070LIAR,271,5
01070LIAR,270,6
01070LIAR,268,5
01070LIAR,255,5
01070LIAR,252,5
01070LIAR,247,6
01070LIAR,240,5
01070LIAR,227,5
01070LIAR,223,5
01070LIAR,202,4
01070LIAR,156,3
01070LIAR,148,3
01070LIAR,90,1
01070LIAR,89,1
YT_Little Atlin,624,32
YT_Little Atlin,592,20
YT_Little Atlin,591,36
YT_Little Atlin,587,24
YT_Little Atlin,587,22
YT_Little Atlin,587,25
YT_Little Atlin,585,15
YT_Little Atlin,582,19
YT_Little Atlin,575,20
YT_Little Atlin,567,19
YT_Little Atlin,565,13
YT_Little Atlin,548,14
YT_Little Atlin,524,10
YT_Little Atlin,516,10
YT_Little Atlin,516,13
YT_Little Atlin,513,15
YT_Little Atlin,512,11
YT_Little Atlin,511,7
YT_Little Atlin,504,12
YT_Little Atlin,502,11
YT_Little Atlin,495,16
YT_Little Atlin,618,21
YT_Little Atlin,575,21
YT_Little Atlin,570,15
YT_Little Atlin,535,12
YT_Little Salmon,975,30
YT_Little Salmon,740,24
YT_Little Salmon,720,28
YT_Little Salmon,664,26
YT_Little Salmon,637,21
YT_Little Salmon,615,15
YT_Little Salmon,607,13
YT_Little Salmon,598,19
YT_Little Salmon,597,18
YT_Little Salmon,572,27
YT_Little Salmon,565,35
YT_Little Salmon,545,23
YT_Little Salmon,544,24
YT_Little Salmon,534,25
YT_Little Salmon,531,25
YT_Little Salmon,530,15
YT_Little Salmon,524,16
YT_Little Salmon,522,18
YT_Little Salmon,510,12
YT_Little Salmon,509,15
YT_Little Salmon,507,15
YT_Little Salmon,505,12
YT_Little Salmon,500,19
YT_Little Salmon,497,16
YT_Little Salmon,494,14
YT_Little Salmon,493,18
YT_Little Salmon,492,23
YT_Little Salmon,491,10
YT_Little Salmon,487,16
YT_Little Salmon,487,14
YT_Little Salmon,486,15
YT_Little Salmon,478,16
YT_Little Salmon,475,19
YT_Little Salmon,470,21
YT_Little Salmon,470,14
YT_Little Salmon,468,15
YT_Little Salmon,465,38
YT_Little Salmon,460,22
YT_Little Salmon,452,10
YT_Little Salmon,448,8
YT_Little Salmon,448,14
YT_Little Salmon,435,9
YT_Little Salmon,423,11
YT_Little Salmon,415,8
YT_Little Salmon,400,7
YT_Little Salmon,395,12
YT_Little Salmon,393,12
YT_Little Salmon,385,12
YT_Little Salmon,382,15
YT_Little Salmon,380,21
YT_Little Salmon,375,8
YT_Little Salmon,373,8
YT_Little Salmon,370,13
YT_Little Salmon,370,10
YT_Little Salmon,352,8
YT_Little Salmon,348,8
YT_Little Salmon,337,10
YT_Little Salmon,334,7
YT_Little Salmon,308,6
YT_Little Salmon,305,6
YT_Little Salmon,285,6
YT_Little Salmon,235,5
YT_Little Salmon,232,4
YT_Little Salmon,205,2
YT_Little Salmon,189,3
YT_Little Salmon,173,3
01088LIAR,800,35
01088LIAR,760,26
01088LIAR,502,17
01088LIAR,498,13
01088LIAR,440,16
01088LIAR,428,10
01088LIAR,425,14
01088LIAR,423,16
01088LIAR,420,18
01088LIAR,419,13
01088LIAR,418,16
01088LIAR,416,20
01088LIAR,415,18
01088LIAR,410,18
01088LIAR,408,17
01088LIAR,407,14
01088LIAR,400,19
01088LIAR,400,13
01088LIAR,399,15
01088LIAR,398,14
01088LIAR,398,17
01088LIAR,393,14
01088LIAR,391,11
01088LIAR,388,15
01088LIAR,388,14
01088LIAR,387,16
01088LIAR,384,13
01088LIAR,384,14
01088LIAR,383,16
01088LIAR,379,11
01088LIAR,378,15
01088LIAR,375,10
01088LIAR,375,10
01088LIAR,373,12
01088LIAR,371,13
01088LIAR,367,11
01088LIAR,365,13
01088LIAR,363,13
01088LIAR,362,14
01088LIAR,362,14
01088LIAR,360,13
01088LIAR,360,14
01088LIAR,358,14
01088LIAR,358,11
01088LIAR,357,11
01088LIAR,356,11
01088LIAR,354,9
01088LIAR,353,10
01088LIAR,350,13
01088LIAR,350,12
01088LIAR,348,14
01088LIAR,344,15
01088LIAR,343,12
01088LIAR,341,12
01088LIAR,338,10
01088LIAR,338,11
01088LIAR,335,11
01088LIAR,330,10
01088LIAR,330,11
01088LIAR,326,12
01088LIAR,323,11
01088LIAR,322,12
01088LIAR,318,10
01088LIAR,315,10
01088LIAR,314,9
01088LIAR,311,7
01088LIAR,306,7
01088LIAR,300,8
01088LIAR,165,4
01218SWIR,400,14
01218SWIR,480,13
01218SWIR,440,11
01218SWIR,250,5
01218SWIR,310,6
01218SWIR,420,10
01218SWIR,430,10
01218SWIR,410,12
01218SWIR,430,11
01218SWIR,235,4
01218SWIR,230,4
01218SWIR,225,4
01218SWIR,220,4
01218SWIR,200,4
01218SWIR,185,4
01218SWIR,225,3
01218SWIR,190,3
01218SWIR,180,3
01218SWIR,175,3
01218SWIR,162,2
01218SWIR,280,6
01218SWIR,350,7
01218SWIR,430,10
01218SWIR,465,12
01218SWIR,131,3
01218SWIR,300,6
01218SWIR,275,7
01218SWIR,320,7
01218SWIR,295,7
01218SWIR,330,6
01218SWIR,275,6
01218SWIR,260,6
01218SWIR,265,5
01218SWIR,253,5
01218SWIR,240,5
01218SWIR,285,4
01218SWIR,250,4
01218SWIR,245,4
01218SWIR,240,4
YT_Marsh,699,10
YT_Marsh,654,9
YT_Marsh,642,9
YT_Marsh,591,11
YT_Marsh,580,19
YT_Marsh,575,11
YT_Marsh,561,7
YT_Marsh,556,8
YT_Marsh,552,11
YT_Marsh,550,11
YT_Marsh,542,9
YT_Marsh,540,25
YT_Marsh,535,15
YT_Marsh,535,21
YT_Marsh,534,12
YT_Marsh,526,10
YT_Marsh,525,6
YT_Marsh,522,12
YT_Marsh,520,9
YT_Marsh,510,10
YT_Marsh,510,9
YT_Marsh,504,6
YT_Marsh,496,11
YT_Marsh,495,35
YT_Marsh,488,9
YT_Marsh,475,9
YT_Marsh,472,10
YT_Marsh,466,8
YT_Marsh,464,7
YT_Marsh,458,8
YT_Marsh,630,10
YT_Marsh,625,24
YT_Marsh,550,12
YT_Marsh,520,14
YT_Marsh,510,19
YT_Marsh,490,13
YT_Marsh,622,33
YT_Marsh,611,29
YT_Marsh,608,25
YT_Marsh,600,19
YT_Marsh,598,20
YT_Marsh,581,17
YT_Marsh,581,21
YT_Marsh,580,30
YT_Marsh,573,17
YT_Marsh,557,18
YT_Marsh,556,22
YT_Marsh,540,12
YT_Marsh,535,15
YT_Marsh,535,17
YT_Marsh,535,12
YT_Marsh,520,14
YT_Marsh,517,14
YT_Marsh,508,10
YT_Marsh,501,9
YT_Marsh,487,19
YT_Marsh,480,7
YT_Marsh,480,9
YT_Marsh,480,6
YT_Marsh,480,8
YT_Marsh,478,9
YT_Marsh,470,6
YT_Marsh,470,9
YT_Marsh,465,8
YT_Marsh,463,11
YT_Marsh,455,9
YT_Marsh,420,5
YT_Marsh,381,6
YT_Mayo,620,12
YT_Mayo,605,16
YT_Mayo,565,15
YT_Mayo,560,12
YT_Mayo,560,18
YT_Mayo,540,19
YT_Mayo,540,15
YT_Mayo,525,29
YT_Mayo,525,28
YT_Mayo,520,24
YT_Mayo,515,30
YT_Mayo,505,14
YT_Mayo,505,14
YT_Mayo,503,11
YT_Mayo,500,11
YT_Mayo,495,12
YT_Mayo,495,13
YT_Mayo,490,12
YT_Mayo,485,12
YT_Mayo,480,12
YT_Mayo,475,8
YT_Mayo,470,10
YT_Mayo,465,10
YT_Mayo,465,41
YT_Mayo,450,7
YT_Mayo,430,15
YT_Mayo,420,10
YT_Mayo,420,8
YT_Mayo,418,12
YT_Mayo,410,8
YT_Mayo,390,11
YT_Mayo,385,11
YT_Mayo,365,10
YT_Mayo,365,9
YT_Mayo,335,6
YT_Mayo,325,7
YT_Mayo,320,6
YT_Mayo,310,8
01380MORR,750,6
01380MORR,670,19
01380MORR,660,15
01380MORR,630,24
01380MORR,615,12
01380MORR,615,14
01380MORR,615,15
01380MORR,610,12
01380MORR,610,17
01380MORR,600,15
01380MORR,600,18
01380MORR,570,10
01380MORR,570,11
01380MORR,560,12
01380MORR,555,9
01380MORR,535,18
01380MORR,535,11
01380MORR,525,9
01380MORR,525,8
01380MORR,495,14
01380MORR,485,7
01380MORR,470,7
01380MORR,460,5
01380MORR,460,9
01380MORR,450,6
01380MORR,440,9
01380MORR,435,8
01380MORR,430,10
01380MORR,410,5
01380MORR,390,5
01380MORR,390,8
01380MORR,370,5
01380MORR,340,5
01380MORR,310,5
01380MORR,442,9
01380MORR,230,3
01178TESR,377,9
01178TESR,298,4
01178TESR,365,6
01178TESR,445,26
01178TESR,323,6
01178TESR,369,9
01178TESR,391,18
01178TESR,685,35
01178TESR,358,10
01178TESR,368,9
01178TESR,418,25
01178TESR,407,12
01178TESR,437,19
01178TESR,430,29
01178TESR,169,2
01178TESR,140,2
01178TESR,144,2
01178TESR,149,2
01178TESR,162,2
01178TESR,170,2
01178TESR,400,18
01178TESR,213,4
01178TESR,368,9
01178TESR,256,4
01178TESR,284,5
01178TESR,282,6
01178TESR,310,7
01178TESR,382,12
01178TESR,355,7
01178TESR,167,2
01178TESR,426,28
01178TESR,368,15
01178TESR,410,17
01178TESR,405,19
01178TESR,330,9
01178TESR,372,9
01178TESR,389,12
01178TESR,395,17
01178TESR,390,21
01178TESR,434,31
01178TESR,272,5
01178TESR,538,22
01178TESR,381,12
01178TESR,348,9
01178TESR,415,20
01178TESR,387,10
01178TESR,341,7
01178TESR,750,28
01178TESR,290,5
01178TESR,324,6
01178TESR,345,8
01178TESR,391,12
01178TESR,440,17
01178TESR,404,13
01178TESR,153,3
01178TESR,660,28
01178TESR,646,25
01178TESR,604,21
01178TESR,525,35
01178TESR,481,19
01178TESR,451,19
01178TESR,447,16
01178TESR,442,21
01178TESR,440,14
01178TESR,431,24
01178TESR,430,17
01178TESR,425,16
01178TESR,420,21
01178TESR,415,18
01178TESR,414,16
01178TESR,413,16
01178TESR,410,13
01178TESR,405,21
01178TESR,399,17
01178TESR,398,25
01178TESR,394,24
01178TESR,394,13
01178TESR,391,16
01178TESR,380,13
01178TESR,377,13
01178TESR,374,12
01178TESR,369,18
01178TESR,363,10
01178TESR,800,23
01178TESR,760,23
01178TESR,690,22
01178TESR,670,22
01178TESR,604,26
01178TESR,518,23
01178TESR,508,20
01178TESR,506,18
01178TESR,492,22
01178TESR,470,18
01178TESR,466,19
01178TESR,452,14
01178TESR,450,17
01178TESR,440,19
01178TESR,440,19
01178TESR,439,21
01178TESR,435,16
01178TESR,435,17
01178TESR,430,15
01178TESR,422,20
01178TESR,420,19
01178TESR,414,17
01178TESR,410,13
01178TESR,405,25
01178TESR,400,23
01178TESR,400,15
01178TESR,399,18
01178TESR,398,11
01178TESR,396,13
01178TESR,396,20
01178TESR,395,12
01178TESR,391,15
01178TESR,390,15
01178TESR,389,12
01178TESR,388,18
01178TESR,382,12
01178TESR,382,14
01178TESR,376,16
01178TESR,374,13
01178TESR,373,12
01178TESR,372,13
01178TESR,367,10
01178TESR,364,13
01178TESR,360,12
01178TESR,330,10
01178TESR,325,6
01178TESR,311,7
01178TESR,309,10
01178TESR,305,9
01178TESR,296,8
01178TESR,296,6
01178TESR,261,4
01178TESR,247,4
01136UPCE,678,16
01136UPCE,863,16
01136UPCE,769,7
01136UPCE,765,7
01136UPCE,729,8
01136UPCE,728,10
01136UPCE,723,6
01136UPCE,705,6
01136UPCE,704,7
01136UPCE,704,10
01136UPCE,699,10
01136UPCE,697,7
01136UPCE,678,8
01136UPCE,678,12
01136UPCE,675,6
01136UPCE,673,6
01136UPCE,661,8
01136UPCE,660,7
01136UPCE,631,7
01136UPCE,628,6
01136UPCE,626,8
01136UPCE,624,11
01136UPCE,602,6
01136UPCE,601,6
01136UPCE,595,7
01136UPCE,593,7
01136UPCE,585,7
01136UPCE,580,5
01136UPCE,573,6
01136UPCE,572,7
01136UPCE,570,8
01136UPCE,561,6
01136UPCE,553,5
01136UPCE,525,5
01136UPCE,517,6
01136UPCE,515,4
01136UPCE,497,6
01136UPCE,855,17
01136UPCE,850,22
01136UPCE,772,14
01136UPCE,704,10
01136UPCE,700,15
01136UPCE,694,8
01136UPCE,689,13
01136UPCE,687,17
01136UPCE,657,10
01136UPCE,643,11
01136UPCE,639,11
01136UPCE,630,10
01136UPCE,598,8
01136UPCE,587,7
01136UPCE,572,8
01136UPCE,498,6
01136UPCE,608,7
01136UPCE,604,5
01136UPCE,712,16
01136UPCE,520,5
01136UPCE,450,6
01136UPCE,825,16
01136UPCE,775,9
01136UPCE,774,12
01136UPCE,770,10
01136UPCE,767,9
01136UPCE,760,11
01136UPCE,756,9
01136UPCE,753,10
01136UPCE,751,11
01136UPCE,750,7
01136UPCE,745,10
01136UPCE,740,8
01136UPCE,735,8
01136UPCE,728,11
01136UPCE,722,8
01136UPCE,709,7
01136UPCE,704,10
01136UPCE,703,7
01136UPCE,702,9
01136UPCE,700,12
01136UPCE,699,9
01136UPCE,682,8
01136UPCE,663,11
01136UPCE,658,8
01136UPCE,650,8
01136UPCE,650,7
01136UPCE,648,8
01136UPCE,643,9
01136UPCE,633,9
01136UPCE,630,12
01136UPCE,629,9
01136UPCE,609,11
01136UPCE,596,10
01136UPCE,570,6
01136UPCE,558,11
01136UPCE,553,7
01136UPCE,551,6
01136UPCE,545,6
01136UPCE,545,6
01136UPCE,540,6
01136UPCE,535,10
01136UPCE,528,6
01136UPCE,527,8
01136UPCE,526,5
01136UPCE,522,6
01136UPCE,516,10
01136UPCE,510,6
01136UPCE,510,6
01136UPCE,500,6
01136UPCE,488,7
01136UPCE,483,7
01136UPCE,479,9
01136UPCE,486,6
01136UPCE,480,6
01136UPCE,397,6
01136UPCE,808,14
01136UPCE,758,25
01136UPCE,740,15
01136UPCE,732,17
01136UPCE,719,14
01136UPCE,703,14
01136UPCE,692,13
01136UPCE,530,7
01136UPCE,517,13
01136UPCE,867,21
01136UPCE,820,16
01136UPCE,811,19
01136UPCE,810,15
01136UPCE,809,18
01136UPCE,803,16
01136UPCE,789,13
01136UPCE,784,15
01136UPCE,772,15
01136UPCE,771,17
01136UPCE,770,15
01136UPCE,769,17
01136UPCE,768,18
01136UPCE,767,14
01136UPCE,766,12
01136UPCE,764,18
01136UPCE,763,15
01136UPCE,754,21
01136UPCE,750,11
01136UPCE,749,11
01136UPCE,742,12
01136UPCE,740,16
01136UPCE,735,19
01136UPCE,733,19
01136UPCE,728,18
01136UPCE,726,10
01136UPCE,720,15
01136UPCE,720,15
01136UPCE,720,14
01136UPCE,714,17
01136UPCE,712,22
01136UPCE,710,11
01136UPCE,700,26
01136UPCE,688,11
01136UPCE,686,11
01136UPCE,685,11
01136UPCE,684,13
01136UPCE,682,14
01136UPCE,678,13
01136UPCE,678,16
01136UPCE,677,20
01136UPCE,672,10
01136UPCE,668,14
01136UPCE,668,14
01136UPCE,662,10
01136UPCE,659,14
01136UPCE,654,16
01136UPCE,652,15
01136UPCE,651,10
01136UPCE,649,10
01136UPCE,634,12
01136UPCE,621,14
01136UPCE,617,13
01136UPCE,612,13
01136UPCE,611,11
01136UPCE,608,13
01136UPCE,599,15
01136UPCE,595,12
01136UPCE,592,12
01136UPCE,808,15
01136UPCE,758,17
01136UPCE,746,13
01136UPCE,732,14
01136UPCE,714,10
01136UPCE,645,12
01136UPCE,791,10
01136UPCE,704,12
01136UPCE,696,13
01136UPCE,685,9
01136UPCE,682,7
01136UPCE,670,9
01136UPCE,657,7
01136UPCE,652,8
01136UPCE,645,9
01136UPCE,630,10
01136UPCE,615,9
01136UPCE,588,10
01136UPCE,551,6
01136UPCE,550,7
01136UPCE,522,9
01136UPCE,480,7
01136UPCE,456,5
01136UPCE,813,6
01136UPCE,698,8
01136UPCE,625,4
01136UPCE,620,6
01136UPCE,575,5
01136UPCE,565,4
01136UPCE,549,4
01136UPCE,540,4
01136UPCE,525,4
01136UPCE,517,4
01136UPCE,515,4
01136UPCE,494,5
01136UPCE,490,5
01136UPCE,440,4
01136UPCE,820,17
01136UPCE,800,17
01136UPCE,789,13
01136UPCE,787,17
01136UPCE,784,13
01136UPCE,758,15
01136UPCE,748,14
01136UPCE,695,13
01136UPCE,690,26
01136UPCE,639,16
01136UPCE,635,15
01136UPCE,575,16
01136UPCE,887,9
01136UPCE,837,13
01136UPCE,800,9
01136UPCE,760,8
01136UPCE,745,10
01136UPCE,744,7
01136UPCE,740,9
01136UPCE,732,7
01136UPCE,730,7
01136UPCE,728,20
01136UPCE,720,10
01136UPCE,720,7
01136UPCE,700,6
01136UPCE,696,8
01136UPCE,690,6
01136UPCE,688,8
01136UPCE,688,7
01136UPCE,685,7
01136UPCE,675,13
01136UPCE,670,7
01136UPCE,670,8
01136UPCE,657,9
01136UPCE,656,7
01136UPCE,650,7
01136UPCE,643,7
01136UPCE,639,6
01136UPCE,633,6
01136UPCE,631,11
01136UPCE,623,7
01136UPCE,619,14
01136UPCE,617,6
01136UPCE,610,5
01136UPCE,609,7
01136UPCE,602,7
01136UPCE,587,7
01136UPCE,587,9
01136UPCE,586,9
01136UPCE,562,7
01136UPCE,562,7
01136UPCE,559,9
01136UPCE,556,5
01136UPCE,551,8
01136UPCE,550,4
01136UPCE,548,6
01136UPCE,501,9
01136UPCE,482,4
01136UPCE,478,6
01136UPCE,206,2
01136UPCE,888,8
01136UPCE,842,14
01136UPCE,837,11
01136UPCE,784,12
01136UPCE,783,8
01136UPCE,778,8
01136UPCE,774,8
01136UPCE,727,10
01136UPCE,718,9
01136UPCE,687,6
01136UPCE,633,6
01136UPCE,624,6
01136UPCE,618,7
01136UPCE,615,6
01136UPCE,607,6
01136UPCE,604,8
01136UPCE,598,6
01136UPCE,589,7
01136UPCE,588,6
01136UPCE,588,6
01136UPCE,584,9
01136UPCE,574,6
01136UPCE,559,7
01136UPCE,558,7
01136UPCE,558,6
01136UPCE,555,6
01136UPCE,544,4
01136UPCE,541,5
01136UPCE,535,5
01136UPCE,524,5
01136UPCE,517,5
01136UPCE,898,11
01136UPCE,855,17
01136UPCE,850,22
