WaterbodyID,Length,Age
01136UPCE,842,9
01136UPCE,820,12
01136UPCE,817,14
01136UPCE,796,11
01136UPCE,793,13
01136UPCE,772,14
01136UPCE,770,9
01136UPCE,770,9
01136UPCE,740,12
01136UPCE,740,11
01136UPCE,710,9
01136UPCE,705,8
01136UPCE,704,10
01136UPCE,700,15
01136UPCE,694,8
01136UPCE,689,13
01136UPCE,687,17
01136UPCE,683,16
01136UPCE,681,8
01136UPCE,662,10
01136UPCE,657,10
01136UPCE,653,11
01136UPCE,643,11
01136UPCE,640,15
01136UPCE,639,11
01136UPCE,637,11
01136UPCE,630,10
01136UPCE,598,8
01136UPCE,588,6
01136UPCE,587,7
01136UPCE,584,12
01136UPCE,572,8
01136UPCE,564,5
01136UPCE,548,5
01136UPCE,498,6
01136UPCE,777,8
01136UPCE,592,7
01136UPCE,940,20
01136UPCE,845,16
01136UPCE,815,16
01136UPCE,778,13
01136UPCE,777,16
01136UPCE,765,14
01136UPCE,763,12
01136UPCE,760,13
01136UPCE,760,14
01136UPCE,758,14
01136UPCE,757,13
01136UPCE,750,11
01136UPCE,749,12
01136UPCE,744,11
01136UPCE,740,18
01136UPCE,739,20
01136UPCE,730,17
01136UPCE,723,14
01136UPCE,716,13
01136UPCE,710,18
01136UPCE,710,10
01136UPCE,700,13
01136UPCE,699,15
01136UPCE,698,12
01136UPCE,688,13
01136UPCE,686,14
01136UPCE,675,19
01136UPCE,670,10
01136UPCE,665,13
01136UPCE,665,10
01136UPCE,658,14
01136UPCE,657,12
01136UPCE,655,11
01136UPCE,655,9
01136UPCE,653,11
01136UPCE,648,10
01136UPCE,643,12
01136UPCE,637,12
01136UPCE,634,13
01136UPCE,595,11
01136UPCE,574,11
01136UPCE,570,8
01136UPCE,567,15
01136UPCE,565,15
01136UPCE,559,15
01136UPCE,528,14
01136UPCE,843,11
01136UPCE,827,16
01136UPCE,824,10
01136UPCE,808,14
01136UPCE,806,13
01136UPCE,792,16
01136UPCE,789,10
01136UPCE,782,14
01136UPCE,780,16
01136UPCE,773,11
01136UPCE,770,12
01136UPCE,760,12
01136UPCE,760,12
01136UPCE,758,14
01136UPCE,755,10
01136UPCE,754,10
01136UPCE,750,15
01136UPCE,749,12
01136UPCE,748,11
01136UPCE,747,11
01136UPCE,745,11
01136UPCE,742,6
01136UPCE,741,9
01136UPCE,739,13
01136UPCE,737,14
01136UPCE,736,10
01136UPCE,734,17
01136UPCE,728,12
01136UPCE,727,14
01136UPCE,721,11
01136UPCE,720,15
01136UPCE,716,10
01136UPCE,714,12
01136UPCE,712,9
01136UPCE,710,9
01136UPCE,706,8
01136UPCE,706,11
01136UPCE,704,12
01136UPCE,702,13
01136UPCE,701,9
01136UPCE,700,9
01136UPCE,700,7
01136UPCE,696,7
01136UPCE,685,12
01136UPCE,684,9
01136UPCE,683,8
01136UPCE,680,15
01136UPCE,679,7
01136UPCE,678,13
01136UPCE,674,7
01136UPCE,670,9
01136UPCE,668,17
01136UPCE,667,8
01136UPCE,665,12
01136UPCE,664,12
01136UPCE,660,13
01136UPCE,660,10
01136UPCE,659,10
01136UPCE,657,8
01136UPCE,657,12
01136UPCE,654,5
01136UPCE,653,7
01136UPCE,643,14
01136UPCE,642,9
01136UPCE,639,8
01136UPCE,639,7
01136UPCE,636,10
01136UPCE,634,9
01136UPCE,630,8
01136UPCE,630,8
01136UPCE,628,8
01136UPCE,623,9
01136UPCE,615,13
01136UPCE,607,8
01136UPCE,603,11
01136UPCE,602,10
01136UPCE,596,9
01136UPCE,591,9
01136UPCE,580,11
01136UPCE,572,7
01136UPCE,563,9
01136UPCE,562,13
01136UPCE,561,9
01136UPCE,560,7
01136UPCE,560,9
01136UPCE,551,9
01136UPCE,550,4
01136UPCE,536,7
01136UPCE,526,12
01136UPCE,511,8
01136UPCE,482,6
01136UPCE,860,15
01136UPCE,840,13
01136UPCE,840,11
01136UPCE,824,16
01136UPCE,808,10
01136UPCE,793,12
01136UPCE,793,12
01136UPCE,785,9
01136UPCE,758,10
01136UPCE,750,11
01136UPCE,743,11
01136UPCE,735,8
01136UPCE,729,8
01136UPCE,728,8
01136UPCE,722,12
01136UPCE,720,11
01136UPCE,719,9
01136UPCE,714,13
01136UPCE,710,9
01136UPCE,705,9
01136UPCE,702,14
01136UPCE,697,8
01136UPCE,697,9
01136UPCE,696,13
01136UPCE,693,8
01136UPCE,685,8
01136UPCE,680,7
01136UPCE,680,9
01136UPCE,669,11
01136UPCE,666,10
01136UPCE,657,7
01136UPCE,650,8
01136UPCE,648,9
01136UPCE,646,10
01136UPCE,645,13
01136UPCE,634,9
01136UPCE,633,9
01136UPCE,629,14
01136UPCE,627,14
01136UPCE,620,8
01136UPCE,619,10
01136UPCE,611,12
01136UPCE,595,7
01136UPCE,591,8
01136UPCE,588,9
01136UPCE,580,10
01136UPCE,572,7
01136UPCE,570,7
01136UPCE,565,5
01136UPCE,555,7
01136UPCE,553,5
01136UPCE,550,4
01136UPCE,543,9
01136UPCE,540,6
01136UPCE,521,6
01136UPCE,495,7
01136UPCE,344,4
01136UPCE,940,14
01136UPCE,847,10
01136UPCE,830,10
01136UPCE,820,14
01136UPCE,768,9
01136UPCE,740,7
01136UPCE,635,10
01136UPCE,609,9
01136UPCE,604,4
01136UPCE,600,8
01136UPCE,559,6
01136UPCE,542,8
01136UPCE,510,4
01136UPCE,432,6
01136UPCE,955,17
01136UPCE,857,15
01136UPCE,850,15
01136UPCE,839,11
01136UPCE,814,18
01136UPCE,801,12
01136UPCE,794,13
01136UPCE,790,12
01136UPCE,790,12
01136UPCE,788,12
01136UPCE,773,14
01136UPCE,770,11
01136UPCE,762,11
01136UPCE,760,14
01136UPCE,759,11
01136UPCE,746,9
01136UPCE,743,14
01136UPCE,743,10
01136UPCE,740,10
01136UPCE,730,9
01136UPCE,730,10
01136UPCE,729,11
01136UPCE,728,10
01136UPCE,724,13
01136UPCE,720,9
01136UPCE,719,8
01136UPCE,718,12
01136UPCE,716,11
01136UPCE,714,15
01136UPCE,713,12
01136UPCE,712,11
01136UPCE,712,10
01136UPCE,708,11
01136UPCE,706,13
01136UPCE,701,14
01136UPCE,700,12
01136UPCE,698,8
01136UPCE,696,11
01136UPCE,695,13
01136UPCE,695,12
01136UPCE,693,9
01136UPCE,688,11
01136UPCE,682,15
01136UPCE,681,12
01136UPCE,680,11
01136UPCE,676,8
01136UPCE,676,11
01136UPCE,674,8
01136UPCE,664,10
01136UPCE,664,9
01136UPCE,662,7
01136UPCE,654,9
01136UPCE,651,11
01136UPCE,646,14
01136UPCE,645,11
01136UPCE,645,12
01136UPCE,638,10
01136UPCE,626,9
01136UPCE,626,13
01136UPCE,624,10
01136UPCE,622,7
01136UPCE,620,9
01136UPCE,616,10
01136UPCE,610,12
01136UPCE,610,7
01136UPCE,600,11
01136UPCE,600,10
01136UPCE,594,10
01136UPCE,587,7
01136UPCE,583,9
01136UPCE,571,6
01136UPCE,570,11
01136UPCE,567,10
01136UPCE,566,9
01136UPCE,561,6
01136UPCE,554,8
01136UPCE,554,9
01136UPCE,550,8
01136UPCE,523,7
01136UPCE,521,11
01136UPCE,870,24
01136UPCE,865,12
01136UPCE,860,18
01136UPCE,850,17
01136UPCE,840,12
01136UPCE,836,15
01136UPCE,810,16
01136UPCE,805,17
01136UPCE,803,15
01136UPCE,803,14
01136UPCE,780,13
01136UPCE,777,18
01136UPCE,768,12
01136UPCE,765,19
01136UPCE,764,14
01136UPCE,760,15
01136UPCE,755,13
01136UPCE,753,13
01136UPCE,752,12
01136UPCE,750,10
01136UPCE,740,16
01136UPCE,735,16
01136UPCE,734,12
01136UPCE,730,18
01136UPCE,727,11
01136UPCE,725,19
01136UPCE,720,17
01136UPCE,718,10
01136UPCE,715,18
01136UPCE,710,13
01136UPCE,710,14
01136UPCE,709,11
01136UPCE,708,15
01136UPCE,705,14
01136UPCE,685,9
01136UPCE,677,13
01136UPCE,677,17
01136UPCE,675,13
01136UPCE,675,12
01136UPCE,674,20
01136UPCE,670,12
01136UPCE,670,9
01136UPCE,668,13
01136UPCE,665,12
01136UPCE,664,12
01136UPCE,660,16
01136UPCE,649,17
01136UPCE,648,9
01136UPCE,645,11
01136UPCE,640,15
01136UPCE,639,11
01136UPCE,620,12
01136UPCE,618,12
01136UPCE,605,13
01136UPCE,600,18
01136UPCE,597,10
01136UPCE,595,9
01136UPCE,593,13
01136UPCE,590,15
01136UPCE,584,12
01136UPCE,574,15
01136UPCE,572,15
01136UPCE,565,12
01136UPCE,564,10
01136UPCE,549,11
01136UPCE,543,14
01136UPCE,543,17
01136UPCE,541,11
01136UPCE,541,12
01136UPCE,538,14
01136UPCE,538,14
01136UPCE,536,11
01136UPCE,530,9
01136UPCE,513,8
01136UPCE,881,20
01136UPCE,840,22
01136UPCE,814,19
01136UPCE,772,17
01136UPCE,756,16
01136UPCE,700,16
01136UPCE,685,11
01136UPCE,670,15
01136UPCE,669,20
01136UPCE,615,13
01136UPCE,575,16
00756TAKL,689,22
00756TAKL,780,30
00756TAKL,769,28
00756TAKL,764,28
00756TAKL,721,34
00756TAKL,710,25
00756TAKL,685,26
00756TAKL,683,27
00756TAKL,675,44
00756TAKL,667,27
00756TAKL,665,22
00756TAKL,640,20
00756TAKL,634,16
00756TAKL,625,27
00756TAKL,608,16
00756TAKL,601,31
00756TAKL,596,22
00756TAKL,588,31
00756TAKL,584,17
00756TAKL,567,18
00756TAKL,556,26
00756TAKL,554,24
00756TAKL,535,18
00756TAKL,526,17
00756TAKL,510,14
00756TAKL,501,34
00756TAKL,491,16
00756TAKL,488,21
00756TAKL,486,20
00756TAKL,483,18
00756TAKL,482,14
00756TAKL,481,13
00756TAKL,476,14
00756TAKL,475,13
00756TAKL,465,8
00756TAKL,462,13
00756TAKL,461,9
00756TAKL,454,13
00756TAKL,446,12
00756TAKL,439,13
00756TAKL,430,14
00756TAKL,425,9
00756TAKL,417,13
00756TAKL,412,11
00756TAKL,400,12
00756TAKL,392,13
00756TAKL,392,12
00756TAKL,378,9
00756TAKL,375,8
00756TAKL,375,7
00756TAKL,373,9
00756TAKL,366,9
00756TAKL,362,8
00756TAKL,350,13
00756TAKL,340,9
00756TAKL,317,7
00756TAKL,315,9
00756TAKL,300,10
00756TAKL,276,8
00756TAKL,850,28
00756TAKL,791,30
00756TAKL,780,18
00756TAKL,780,25
00756TAKL,771,24
00756TAKL,712,23
00756TAKL,690,34
00756TAKL,689,22
00756TAKL,682,15
00756TAKL,650,21
00756TAKL,650,25
00756TAKL,643,12
00756TAKL,600,27
00756TAKL,600,35
00756TAKL,590,16
00756TAKL,590,27
00756TAKL,570,16
00756TAKL,535,16
00756TAKL,520,11
00756TAKL,515,12
00756TAKL,493,21
00756TAKL,490,30
00756TAKL,490,24
00756TAKL,481,25
00756TAKL,440,17
00756TAKL,430,11
00756TAKL,419,11
00756TAKL,399,11
00756TAKL,389,9
00756TAKL,245,5
00756TAKL,225,4
00756TAKL,215,4
00756TAKL,213,5
00756TAKL,205,6
00744WILL,786,37
00744WILL,778,21
00744WILL,772,29
00744WILL,743,19
00744WILL,708,20
00744WILL,695,28
00744WILL,665,14
00744WILL,665,13
00744WILL,653,18
00744WILL,652,15
00744WILL,640,14
00744WILL,634,16
00744WILL,629,21
00744WILL,622,14
00744WILL,610,11
00744WILL,604,13
00744WILL,598,17
00744WILL,592,14
00744WILL,591,11
00744WILL,585,12
00744WILL,582,11
00744WILL,576,11
00744WILL,568,8
00744WILL,566,8
00744WILL,555,9
00744WILL,548,9
00744WILL,540,9
00744WILL,526,8
00744WILL,499,6
00744WILL,488,7
00744WILL,473,9
00744WILL,470,6
00744WILL,466,8
00744WILL,464,7
00744WILL,454,7
00744WILL,449,6
00744WILL,444,8
00744WILL,438,6
00744WILL,435,8
00744WILL,433,10
00744WILL,428,6
00744WILL,423,7
00744WILL,391,6
00744WILL,387,6
00744WILL,369,6
00744WILL,364,6
00744WILL,363,5
00744WILL,355,5
00744WILL,338,5
00744WILL,328,5
00744WILL,325,6
00744WILL,321,5
00744WILL,317,4
00744WILL,284,3
00744WILL,275,3
00744WILL,268,5
00998TAKL,705,17
00998TAKL,690,14
00998TAKL,660,22
00998TAKL,638,20
00998TAKL,605,13
00998TAKL,605,18
00998TAKL,580,20
00998TAKL,560,46
00998TAKL,545,33
00998TAKL,525,15
00998TAKL,522,15
00998TAKL,500,12
00998TAKL,480,27
00998TAKL,465,17
00998TAKL,460,9
00998TAKL,445,9
00998TAKL,440,9
00998TAKL,433,10
00998TAKL,428,8
00998TAKL,426,11
00998TAKL,416,9
00998TAKL,415,10
00998TAKL,406,12
00998TAKL,395,9
00998TAKL,380,7
00998TAKL,380,7
00998TAKL,378,7
00998TAKL,375,8
00998TAKL,360,8
00998TAKL,351,9
00998TAKL,345,9
00998TAKL,344,7
00998TAKL,342,9
00998TAKL,335,7
00998TAKL,301,6
00998TAKL,745,16
00998TAKL,740,23
00998TAKL,730,19
00998TAKL,698,15
00998TAKL,690,27
00998TAKL,668,21
00998TAKL,661,27
00998TAKL,654,21
00998TAKL,640,28
00998TAKL,620,23
00998TAKL,615,14
00998TAKL,606,21
00998TAKL,602,27
00998TAKL,600,30
00998TAKL,570,15
00998TAKL,559,14
00998TAKL,556,34
00998TAKL,550,18
00998TAKL,525,11
00998TAKL,520,13
00998TAKL,510,11
00998TAKL,480,8
00998TAKL,430,10
00998TAKL,390,22
00998TAKL,365,8
00998TAKL,338,11
00998TAKL,333,8
00998TAKL,319,9
00998TAKL,300,9
00998TAKL,292,6
00998TAKL,275,5
00998TAKL,246,3
00998TAKL,223,4
00998TAKL,190,4
01149COAL,640,13
01149COAL,395,14
01149COAL,352,8
01149COAL,345,8
01149COAL,315,12
01149COAL,300,9
01149COAL,440,19
01149COAL,370,10
01149COAL,723,14
01149COAL,590,10
01149COAL,583,10
01149COAL,575,11
01149COAL,567,11
01149COAL,567,14
01149COAL,565,11
01149COAL,560,8
01149COAL,557,11
01149COAL,550,10
01149COAL,540,8
01149COAL,515,11
01149COAL,443,9
01149COAL,440,7
01149COAL,435,10
01149COAL,415,7
01149COAL,411,9
01149COAL,400,7
01149COAL,397,7
01149COAL,395,9
01149COAL,388,8
01149COAL,385,8
01149COAL,383,7
01149COAL,381,7
01149COAL,381,7
01149COAL,380,8
01149COAL,378,10
01149COAL,377,7
01149COAL,377,7
01149COAL,375,9
01149COAL,370,7
01149COAL,370,7
01149COAL,370,7
01149COAL,365,5
01149COAL,365,6
01149COAL,363,5
01149COAL,360,8
01149COAL,355,5
01149COAL,353,7
01149COAL,352,7
01149COAL,350,8
01149COAL,347,6
01149COAL,347,7
01149COAL,345,7
01149COAL,340,7
01149COAL,340,5
01149COAL,339,6
01149COAL,338,6
01149COAL,325,4
01149COAL,319,4
01149COAL,316,6
01149COAL,315,6
01149COAL,310,5
01149COAL,310,4
01149COAL,309,4
01149COAL,300,5
01149COAL,295,4
01149COAL,295,5
01149COAL,294,4
01149COAL,287,5
01149COAL,281,3
01149COAL,280,4
01149COAL,274,4
01149COAL,273,3
01149COAL,272,3
01149COAL,265,4
01149COAL,259,4
01149COAL,255,3
01149COAL,240,3
01149COAL,240,4
01149COAL,239,4
01149COAL,236,3
01149COAL,227,3
01149COAL,224,2
01149COAL,213,2
01149COAL,209,2
01149COAL,205,2
01149COAL,200,2
01149COAL,195,1
01149COAL,187,2
01149COAL,177,2
01149COAL,177,2
01149COAL,175,2
00939SWIR,400,12
00939SWIR,455,11
00939SWIR,405,14
00939SWIR,440,14
00939SWIR,340,11
00939SWIR,410,14
00939SWIR,450,15
00939SWIR,435,18
00939SWIR,365,9
00939SWIR,355,9
00939SWIR,315,10
00939SWIR,315,11
00939SWIR,280,8
00939SWIR,450,27
00939SWIR,435,13
00939SWIR,160,4
00939SWIR,520,24
00939SWIR,445,23
00939SWIR,435,25
00939SWIR,430,20
00939SWIR,440,15
00939SWIR,410,17
00939SWIR,425,20
00939SWIR,510,36
00939SWIR,415,14
00939SWIR,250,9
00939SWIR,185,5
00939SWIR,155,4
00939SWIR,215,6
00939SWIR,570,22
00939SWIR,250,8
00011TOOD,869,30
00011TOOD,593,12
00011TOOD,565,23
00011TOOD,518,26
00011TOOD,482,13
00011TOOD,477,12
00011TOOD,462,35
00011TOOD,454,19
00011TOOD,449,15
00011TOOD,441,18
00011TOOD,438,18
00011TOOD,432,14
00011TOOD,430,15
00011TOOD,428,13
00011TOOD,427,13
00011TOOD,427,13
00011TOOD,426,15
00011TOOD,419,21
00011TOOD,415,16
00011TOOD,414,16
00011TOOD,412,19
00011TOOD,410,12
00011TOOD,405,11
00011TOOD,403,20
00011TOOD,401,14
00011TOOD,400,14
00011TOOD,400,11
00011TOOD,400,25
00011TOOD,399,11
00011TOOD,396,8
00011TOOD,395,10
00011TOOD,385,13
00011TOOD,383,10
00011TOOD,383,9
00011TOOD,378,11
00011TOOD,362,8
00011TOOD,355,6
00509STUL,573,22
00509STUL,887,25
00509STUL,871,44
00509STUL,838,25
00509STUL,824,31
00509STUL,819,33
00509STUL,805,32
00509STUL,802,31
00509STUL,794,35
00509STUL,790,31
00509STUL,782,28
00509STUL,760,15
00509STUL,760,34
00509STUL,757,39
00509STUL,750,40
00509STUL,748,23
00509STUL,743,25
00509STUL,738,19
00509STUL,735,21
00509STUL,733,38
00509STUL,730,24
00509STUL,716,27
00509STUL,713,48
00509STUL,708,20
00509STUL,704,14
00509STUL,700,38
00509STUL,700,24
00509STUL,699,16
00509STUL,697,21
00509STUL,694,30
00509STUL,690,20
00509STUL,687,21
00509STUL,687,29
00509STUL,682,31
00509STUL,680,22
00509STUL,675,19
00509STUL,674,11
00509STUL,665,16
00509STUL,661,19
00509STUL,660,19
00509STUL,654,37
00509STUL,653,28
00509STUL,652,10
00509STUL,651,30
00509STUL,650,14
00509STUL,648,26
00509STUL,642,17
00509STUL,640,17
00509STUL,640,35
00509STUL,639,30
00509STUL,638,17
00509STUL,636,21
00509STUL,635,14
00509STUL,634,12
00509STUL,634,16
00509STUL,634,31
00509STUL,628,13
00509STUL,624,13
00509STUL,622,18
00509STUL,622,30
00509STUL,619,15
00509STUL,611,17
00509STUL,611,12
00509STUL,609,12
00509STUL,608,14
00509STUL,607,28
00509STUL,605,15
00509STUL,605,15
00509STUL,603,28
00509STUL,601,19
00509STUL,600,17
00509STUL,594,10
00509STUL,594,13
00509STUL,592,12
00509STUL,582,21
00509STUL,581,14
00509STUL,579,12
00509STUL,573,9
00509STUL,570,19
00509STUL,565,14
00509STUL,565,12
00509STUL,556,12
00509STUL,552,13
00509STUL,550,10
00509STUL,547,11
00509STUL,538,16
00509STUL,535,13
00509STUL,528,14
00509STUL,526,16
00509STUL,525,14
00509STUL,524,11
00509STUL,520,13
00509STUL,518,12
00509STUL,502,9
00509STUL,485,13
00509STUL,472,11
00509STUL,462,7
00509STUL,430,10
00509STUL,425,11
00509STUL,418,12
00509STUL,411,8
00509STUL,403,8
00509STUL,370,8
00509STUL,369,9
00509STUL,367,6
00509STUL,358,6
00509STUL,355,8
00509STUL,350,7
00509STUL,342,7
00509STUL,313,6
00509STUL,310,8
00509STUL,302,7
00509STUL,300,8
00509STUL,295,6
00509STUL,269,9
00509STUL,845,21
00509STUL,838,22
00509STUL,820,29
00509STUL,809,23
00509STUL,792,20
00509STUL,770,25
00509STUL,700,26
00509STUL,685,19
00509STUL,680,19
00509STUL,672,20
00509STUL,655,18
00509STUL,628,10
00509STUL,618,16
00509STUL,613,23
00509STUL,595,12
00509STUL,590,14
00509STUL,588,14
00509STUL,580,14
00509STUL,575,15
00509STUL,573,15
00509STUL,572,15
00509STUL,572,19
00509STUL,560,13
00509STUL,558,14
00509STUL,545,14
00509STUL,535,18
00509STUL,515,14
00509STUL,505,13
00509STUL,504,15
00509STUL,496,14
00509STUL,493,10
00509STUL,490,14
00509STUL,473,8
00509STUL,464,11
00509STUL,450,9
00509STUL,425,7
00509STUL,405,8
00509STUL,402,6
00509STUL,396,7
00509STUL,390,6
00509STUL,386,5
00509STUL,358,6
00509STUL,332,5
00509STUL,327,5
00509STUL,308,5
00509STUL,270,4
00509STUL,243,4
00509STUL,235,4
00509STUL,715,21
00509STUL,700,20
00509STUL,640,17
00509STUL,620,17
00509STUL,610,15
00509STUL,580,12
00509STUL,575,12
00509STUL,570,12
00509STUL,568,11
00509STUL,560,10
00509STUL,555,10
00509STUL,451,8
00509STUL,400,4
02257BABL,910,33
02257BABL,640,11
02257BABL,627,10
02257BABL,563,10
02257BABL,540,10
02257BABL,488,11
02257BABL,454,8
02257BABL,452,7
02257BABL,435,8
02257BABL,422,11
02257BABL,375,8
02257BABL,475,9
02257BABL,475,11
02257BABL,440,9
02257BABL,418,6
02257BABL,390,6
02257BABL,375,5
02257BABL,365,5
02257BABL,355,6
02257BABL,311,5
02257BABL,250,2
02257BABL,235,2
02257BABL,235,4
02257BABL,215,2
02257BABL,195,3
02257BABL,500,6
01099NATR,885,41
01099NATR,833,16
01099NATR,831,38
01099NATR,811,24
01099NATR,803,28
01099NATR,800,33
01099NATR,791,21
01099NATR,786,21
01099NATR,756,31
01099NATR,755,24
01099NATR,755,22
01099NATR,749,19
01099NATR,745,18
01099NATR,740,16
01099NATR,727,16
01099NATR,722,21
01099NATR,719,14
01099NATR,715,30
01099NATR,712,19
01099NATR,712,14
01099NATR,705,13
01099NATR,687,13
01099NATR,685,20
01099NATR,670,23
01099NATR,654,12
01099NATR,652,13
01099NATR,630,12
01099NATR,630,12
01099NATR,605,12
01099NATR,605,11
01099NATR,595,10
01099NATR,590,9
01099NATR,583,18
01099NATR,581,14
01099NATR,543,9
01099NATR,540,11
01099NATR,535,10
01099NATR,500,8
01099NATR,485,8
01099NATR,444,9
01099NATR,403,7
01099NATR,360,5
01099NATR,345,9
YT_Quiet,559,16
YT_Quiet,533,30
YT_Quiet,533,20
YT_Quiet,483,10
YT_Quiet,470,19
YT_Quiet,457,11
YT_Quiet,432,19
YT_Quiet,419,10
YT_Quiet,406,9
YT_Quiet,381,13
YT_Quiet,356,10
YT_Quiet,547,13
YT_Quiet,509,12
YT_Quiet,493,12
YT_Quiet,489,26
YT_Quiet,478,11
YT_Quiet,478,17
YT_Quiet,461,13
YT_Quiet,441,13
YT_Quiet,438,11
YT_Quiet,432,15
YT_Quiet,432,11
YT_Quiet,431,13
YT_Quiet,429,14
YT_Quiet,420,9
YT_Quiet,379,13
YT_Quiet,323,7
YT_Quiet,707,32
YT_Quiet,685,18
YT_Quiet,571,16
YT_Quiet,570,28
YT_Quiet,558,14
YT_Quiet,550,23
YT_Quiet,526,23
YT_Quiet,525,18
YT_Quiet,524,19
YT_Quiet,522,17
YT_Quiet,510,15
YT_Quiet,501,26
YT_Quiet,500,18
YT_Quiet,498,19
YT_Quiet,497,28
YT_Quiet,492,13
YT_Quiet,486,20
YT_Quiet,486,14
YT_Quiet,478,16
YT_Quiet,475,14
YT_Quiet,473,15
YT_Quiet,470,11
YT_Quiet,467,13
YT_Quiet,466,25
YT_Quiet,462,11
YT_Quiet,458,27
YT_Quiet,456,17
YT_Quiet,440,13
YT_Quiet,434,15
YT_Quiet,432,11
YT_Quiet,427,12
YT_Quiet,424,13
YT_Quiet,421,10
YT_Quiet,420,10
YT_Quiet,406,11
YT_Quiet,391,8
YT_Quiet,376,14
YT_Quiet,850,29
YT_Quiet,835,23
YT_Quiet,756,26
YT_Quiet,749,22
YT_Quiet,687,22
YT_Quiet,675,23
YT_Quiet,673,15
YT_Quiet,665,24
YT_Quiet,665,32
YT_Quiet,652,19
YT_Quiet,637,22
YT_Quiet,637,13
YT_Quiet,630,26
YT_Quiet,607,12
YT_Quiet,595,19
YT_Quiet,587,18
YT_Quiet,587,17
YT_Quiet,584,19
YT_Quiet,580,13
YT_Quiet,577,17
YT_Quiet,577,14
YT_Quiet,575,19
YT_Quiet,574,19
YT_Quiet,573,21
YT_Quiet,570,18
YT_Quiet,562,14
YT_Quiet,560,28
YT_Quiet,554,20
YT_Quiet,552,22
YT_Quiet,548,20
YT_Quiet,542,14
YT_Quiet,537,21
YT_Quiet,535,22
YT_Quiet,535,14
YT_Quiet,525,12
YT_Quiet,515,23
YT_Quiet,515,11
YT_Quiet,513,11
YT_Quiet,509,12
YT_Quiet,499,41
YT_Quiet,495,16
YT_Quiet,490,12
YT_Quiet,483,11
YT_Quiet,483,10
YT_Quiet,482,12
YT_Quiet,481,9
YT_Quiet,480,11
YT_Quiet,478,14
YT_Quiet,475,12
YT_Quiet,466,13
YT_Quiet,464,11
YT_Quiet,460,9
YT_Quiet,459,15
YT_Quiet,455,11
YT_Quiet,455,15
YT_Quiet,455,12
YT_Quiet,455,13
YT_Quiet,454,22
YT_Quiet,452,21
YT_Quiet,448,16
YT_Quiet,448,13
YT_Quiet,445,16
YT_Quiet,440,12
YT_Quiet,439,13
YT_Quiet,437,8
YT_Quiet,435,9
YT_Quiet,435,8
YT_Quiet,430,10
YT_Quiet,425,8
YT_Quiet,423,8
YT_Quiet,420,9
YT_Quiet,417,11
YT_Quiet,412,12
YT_Quiet,410,9
YT_Quiet,408,7
YT_Quiet,394,5
YT_Quiet,390,8
YT_Quiet,389,9
YT_Quiet,388,9
YT_Quiet,384,11
YT_Quiet,383,8
YT_Quiet,379,7
YT_Quiet,365,6
YT_Quiet,356,8
YT_Quiet,355,7
YT_Quiet,353,12
YT_Quiet,348,10
YT_Quiet,347,8
YT_Quiet,338,7
YT_Quiet,317,5
YT_Quiet,263,4
YT_Quiet,225,4
YT_Quiet,200,3
00589NAKR,310,6
00589NAKR,202,5
00589NAKR,340,7
00589NAKR,368,6
00589NAKR,342,8
00589NAKR,226,6
00589NAKR,175,4
00589NAKR,172,4
00589NAKR,417,11
00589NAKR,329,6
00589NAKR,530,18
00589NAKR,475,17
00589NAKR,403,11
00589NAKR,309,6
00589NAKR,431,14
00589NAKR,443,12
00589NAKR,360,9
00589NAKR,380,10
00589NAKR,392,9
00589NAKR,365,11
00589NAKR,351,7
00589NAKR,286,7
00589NAKR,383,10
00589NAKR,400,10
00589NAKR,411,14
00589NAKR,369,9
00589NAKR,375,7
00589NAKR,360,6
00589NAKR,380,9
YT_Sekulmun,890,21
YT_Sekulmun,885,33
YT_Sekulmun,780,24
YT_Sekulmun,780,13
YT_Sekulmun,755,21
YT_Sekulmun,720,23
YT_Sekulmun,710,14
YT_Sekulmun,680,20
YT_Sekulmun,670,14
YT_Sekulmun,665,27
YT_Sekulmun,630,23
YT_Sekulmun,610,28
YT_Sekulmun,605,24
YT_Sekulmun,590,10
YT_Sekulmun,580,12
YT_Sekulmun,575,14
YT_Sekulmun,570,24
YT_Sekulmun,570,14
YT_Sekulmun,570,11
YT_Sekulmun,570,11
YT_Sekulmun,565,14
YT_Sekulmun,545,19
YT_Sekulmun,535,7
YT_Sekulmun,520,12
YT_Sekulmun,515,11
YT_Sekulmun,515,6
YT_Sekulmun,510,9
YT_Sekulmun,510,10
YT_Sekulmun,480,10
YT_Sekulmun,435,10
YT_Sekulmun,395,9
YT_Sekulmun,280,4
YT_Sekulmun,590,26
YT_Sekulmun,550,13
YT_Sekulmun,535,13
YT_Sekulmun,535,11
YT_Sekulmun,520,12
YT_Sekulmun,510,13
YT_Sekulmun,495,18
YT_Sekulmun,480,11
YT_Sekulmun,480,16
YT_Sekulmun,470,8
YT_Sekulmun,455,11
YT_Sekulmun,445,10
YT_Sekulmun,440,8
YT_Sekulmun,435,11
YT_Sekulmun,435,9
YT_Sekulmun,415,8
YT_Sekulmun,380,9
YT_Sekulmun,345,8
YT_Sekulmun,325,6
YT_Sekulmun,295,7
YT_Sekulmun,280,7
YT_Sekulmun,235,7
YT_Sekulmun,195,4
YT_Sekulmun,115,3
YT_Sekulmun,105,3
00672SHUL,410,6
00672SHUL,430,6
